UNIQUE_ID,COUNTYFP,County,Precinct,CONG_DIST,GCON01DJAC,GCON01OWRI,GCON01RCAR,GCON02DKEL,GCON02RLYN,GCON03DRAM,GCON03RBUR,GCON04DGAR,GCON04OWRI,GCON04RFAL,GCON04WHER,GCON05DQUI,GCON05ICRU,GCON05RHAN,GCON06DCAS,GCON06OWRI,GCON06RPEK,GCON07DDAV,GCON07OWRI,GCON08DKRI,GCON08RDAR,GCON09DSCH,GCON09RRIC,GCON10DSCH,GCON10RSEV,GCON11DFOS,GCON11OWRI,GCON11RLAU,GCON12DMAR,GCON12OWRI,GCON12RBOS,GCON13DBUD,GCON13OWRI,GCON13RDEE,GCON14DUND,GCON14OWRI,GCON14RGRY,GCON15DLAN,GCON15RMIL,GCON16DHAD,GCON16RLAH,GCON17DSOR,GCON17OWRI,GCON17RKIN
COOK-:-8900056,31,COOK,8900056,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900057,31,COOK,8900057,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900059,31,COOK,8900059,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900060,31,COOK,8900060,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900061,31,COOK,8900061,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900062,31,COOK,8900062,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900064,31,COOK,8900064,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900065,31,COOK,8900065,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900066,31,COOK,8900066,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900067,31,COOK,8900067,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900068,31,COOK,8900068,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900070,31,COOK,8900070,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900072,31,COOK,8900072,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900073,31,COOK,8900073,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900076,31,COOK,8900076,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900079,31,COOK,8900079,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900081,31,COOK,8900081,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900082,31,COOK,8900082,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900083,31,COOK,8900083,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900084,31,COOK,8900084,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900085,31,COOK,8900085,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900086,31,COOK,8900086,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900091,31,COOK,8900091,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900092,31,COOK,8900092,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900093,31,COOK,8900093,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900094,31,COOK,8900094,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900097,31,COOK,8900097,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900099,31,COOK,8900099,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900101,31,COOK,8900101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-8900102,31,COOK,8900102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100001,31,COOK,9100001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100002,31,COOK,9100002,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100003,31,COOK,9100003,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100004,31,COOK,9100004,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100006,31,COOK,9100006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100007,31,COOK,9100007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-9100008,31,COOK,9100008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 12,31,COOK,WARD 01 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 13,31,COOK,WARD 01 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 14,31,COOK,WARD 01 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 15,31,COOK,WARD 01 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 16,31,COOK,WARD 01 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 22,31,COOK,WARD 01 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 23,31,COOK,WARD 01 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 24,31,COOK,WARD 01 PRECINCT 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 25,31,COOK,WARD 01 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 01 PRECINCT 26,31,COOK,WARD 01 PRECINCT 26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 01,31,COOK,WARD 02 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 02,31,COOK,WARD 02 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 03,31,COOK,WARD 02 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 04,31,COOK,WARD 02 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 10,31,COOK,WARD 02 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 11,31,COOK,WARD 02 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 18,31,COOK,WARD 02 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 21,31,COOK,WARD 02 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 02 PRECINCT 22,31,COOK,WARD 02 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 01,31,COOK,WARD 03 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 03,31,COOK,WARD 03 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 05,31,COOK,WARD 03 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 06,31,COOK,WARD 03 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 08,31,COOK,WARD 03 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 09,31,COOK,WARD 03 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 10,31,COOK,WARD 03 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 11,31,COOK,WARD 03 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 12,31,COOK,WARD 03 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 13,31,COOK,WARD 03 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 14,31,COOK,WARD 03 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 15,31,COOK,WARD 03 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 16,31,COOK,WARD 03 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 17,31,COOK,WARD 03 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 18,31,COOK,WARD 03 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 21,31,COOK,WARD 03 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 24,31,COOK,WARD 03 PRECINCT 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 03 PRECINCT 25,31,COOK,WARD 03 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 04 PRECINCT 25,31,COOK,WARD 04 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 04 PRECINCT 26,31,COOK,WARD 04 PRECINCT 26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 04 PRECINCT 27,31,COOK,WARD 04 PRECINCT 27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 04 PRECINCT 28,31,COOK,WARD 04 PRECINCT 28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 01,31,COOK,WARD 11 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 02,31,COOK,WARD 11 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 03,31,COOK,WARD 11 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 07,31,COOK,WARD 11 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 08,31,COOK,WARD 11 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 09,31,COOK,WARD 11 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 10,31,COOK,WARD 11 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 11,31,COOK,WARD 11 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 12,31,COOK,WARD 11 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 13,31,COOK,WARD 11 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 14,31,COOK,WARD 11 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 21,31,COOK,WARD 11 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 22,31,COOK,WARD 11 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 11 PRECINCT 23,31,COOK,WARD 11 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 01,31,COOK,WARD 15 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 02,31,COOK,WARD 15 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 03,31,COOK,WARD 15 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 15,31,COOK,WARD 15 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 16,31,COOK,WARD 15 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 17,31,COOK,WARD 15 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 18,31,COOK,WARD 15 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 15 PRECINCT 19,31,COOK,WARD 15 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 01,31,COOK,WARD 16 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
