UNIQUE_ID,COUNTYFP,County,Precinct,CONG_DIST,GCON01DJAC,GCON01OWRI,GCON01RCAR,GCON02DKEL,GCON02RLYN,GCON03DRAM,GCON03RBUR,GCON04DGAR,GCON04OWRI,GCON04RFAL,GCON04WHER,GCON05DQUI,GCON05ICRU,GCON05RHAN,GCON06DCAS,GCON06OWRI,GCON06RPEK,GCON07DDAV,GCON07OWRI,GCON08DKRI,GCON08RDAR,GCON09DSCH,GCON09RRIC,GCON10DSCH,GCON10RSEV,GCON11DFOS,GCON11OWRI,GCON11RLAU,GCON12DMAR,GCON12OWRI,GCON12RBOS,GCON13DBUD,GCON13OWRI,GCON13RDEE,GCON14DUND,GCON14OWRI,GCON14RGRY,GCON15DLAN,GCON15RMIL,GCON16DHAD,GCON16RLAH,GCON17DSOR,GCON17OWRI,GCON17RKIN
COOK-:-WARD 16 PRECINCT 02,31,COOK,WARD 16 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 03,31,COOK,WARD 16 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 04,31,COOK,WARD 16 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 05,31,COOK,WARD 16 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 06,31,COOK,WARD 16 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 08,31,COOK,WARD 16 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 09,31,COOK,WARD 16 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 10,31,COOK,WARD 16 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 11,31,COOK,WARD 16 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 12,31,COOK,WARD 16 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 13,31,COOK,WARD 16 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 14,31,COOK,WARD 16 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 15,31,COOK,WARD 16 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 16,31,COOK,WARD 16 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 17,31,COOK,WARD 16 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 18,31,COOK,WARD 16 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 19,31,COOK,WARD 16 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 21,31,COOK,WARD 16 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 22,31,COOK,WARD 16 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 24,31,COOK,WARD 16 PRECINCT 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 16 PRECINCT 25,31,COOK,WARD 16 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 03,31,COOK,WARD 17 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 04,31,COOK,WARD 17 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 05,31,COOK,WARD 17 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 06,31,COOK,WARD 17 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 07,31,COOK,WARD 17 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 08,31,COOK,WARD 17 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 09,31,COOK,WARD 17 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 11,31,COOK,WARD 17 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 12,31,COOK,WARD 17 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 17 PRECINCT 13,31,COOK,WARD 17 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 18 PRECINCT 11,31,COOK,WARD 18 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 03,31,COOK,WARD 20 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 04,31,COOK,WARD 20 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 06,31,COOK,WARD 20 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 07,31,COOK,WARD 20 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 09,31,COOK,WARD 20 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 10,31,COOK,WARD 20 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 11,31,COOK,WARD 20 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 20 PRECINCT 23,31,COOK,WARD 20 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 22 PRECINCT 01,31,COOK,WARD 22 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 01,31,COOK,WARD 24 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 02,31,COOK,WARD 24 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 03,31,COOK,WARD 24 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 04,31,COOK,WARD 24 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 05,31,COOK,WARD 24 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 06,31,COOK,WARD 24 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 07,31,COOK,WARD 24 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 08,31,COOK,WARD 24 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 09,31,COOK,WARD 24 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 10,31,COOK,WARD 24 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 11,31,COOK,WARD 24 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 12,31,COOK,WARD 24 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 13,31,COOK,WARD 24 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 14,31,COOK,WARD 24 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 15,31,COOK,WARD 24 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 16,31,COOK,WARD 24 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 24 PRECINCT 17,31,COOK,WARD 24 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 25 PRECINCT 15,31,COOK,WARD 25 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 25 PRECINCT 17,31,COOK,WARD 25 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 01,31,COOK,WARD 27 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 02,31,COOK,WARD 27 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 03,31,COOK,WARD 27 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 04,31,COOK,WARD 27 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 05,31,COOK,WARD 27 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 06,31,COOK,WARD 27 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 07,31,COOK,WARD 27 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 08,31,COOK,WARD 27 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 10,31,COOK,WARD 27 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 11,31,COOK,WARD 27 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 14,31,COOK,WARD 27 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 15,31,COOK,WARD 27 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 16,31,COOK,WARD 27 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 17,31,COOK,WARD 27 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 18,31,COOK,WARD 27 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 19,31,COOK,WARD 27 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 20,31,COOK,WARD 27 PRECINCT 20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 22,31,COOK,WARD 27 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 23,31,COOK,WARD 27 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 25,31,COOK,WARD 27 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 26,31,COOK,WARD 27 PRECINCT 26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 27,31,COOK,WARD 27 PRECINCT 27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 28,31,COOK,WARD 27 PRECINCT 28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 27 PRECINCT 29,31,COOK,WARD 27 PRECINCT 29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 01,31,COOK,WARD 28 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 02,31,COOK,WARD 28 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 03,31,COOK,WARD 28 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 04,31,COOK,WARD 28 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 05,31,COOK,WARD 28 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 06,31,COOK,WARD 28 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 07,31,COOK,WARD 28 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 08,31,COOK,WARD 28 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 09,31,COOK,WARD 28 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 10,31,COOK,WARD 28 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 11,31,COOK,WARD 28 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 12,31,COOK,WARD 28 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
